subject_id,session_id,condition_index,condition_name,condition_score,phase,trial_global,trial_in_condition,mini_block,position,motor_id,correct_symbol,correct_consonant,response_symbol,response_source,is_correct,voice_onset_rt_sec,response_confirm_rt_sec,top5_json,timestamp,source_file,condition_type,position_label,learning_trial_index,retention_trial_index,symbol_exposure_index,position_exposure_index,mini_block_calc
1,20260602_183742,1,C1_PhoneLike,8,learning,12,12,2,1,3,기역,ㄱ,기역,top3,1,0.8786007999442518,2.6311190128326416,"[[""시옷"", 0.473121569216368], [""지읒"", 0.18230727000838495], [""기역"", 0.09874068271667817], [""비읍"", 0.0687195200959205], [""미음"", 0.05884907243859716]]",1780393275.75308,data\logs\subject_001_20260602_183742.csv,High-schema,P1 wrist-left,12.0,,2.0,2.0,2.0
1,20260602_183742,1,C1_PhoneLike,8,learning,13,13,2,2,2,니은,ㄴ,니은,manual,1,0.7877603000961244,5.601384162902832,"[[""이응"", 0.35953735366528344], [""미음"", 0.23990969871221018], [""리을"", 0.14284525781758622], [""디귿"", 0.06762589418757936], [""비읍"", 0.05175231623406965]]",1780393281.8584163,data\logs\subject_001_20260602_183742.csv,High-schema,P2 wrist-center,13.0,,2.0,2.0,2.0
1,20260602_183742,1,C1_PhoneLike,8,learning,14,14,2,5,5,미음,ㅁ,미음,top2,1,3.3396967998705804,4.88713264465332,"[[""이응"", 0.3398638371753905], [""미음"", 0.16314601013123708], [""비읍"", 0.12495701428556245], [""리을"", 0.11321666368653671], [""디귿"", 0.0767166337651761]]",1780393287.969351,data\logs\subject_001_20260602_183742.csv,High-schema,P5 mid-center,14.0,,2.0,2.0,2.0
1,20260602_183742,1,C1_PhoneLike,8,learning,15,15,2,9,7,지읒,ㅈ,지읒,top1,1,0.9672417000401764,2.4493744373321533,"[[""지읒"", 0.42517969916778253], [""시옷"", 0.12736294441279888], [""디귿"", 0.11114028869744302], [""비읍"", 0.0924043263630535], [""미음"", 0.06984970456612921]]",1780393290.8998003,data\logs\subject_001_20260602_183742.csv,High-schema,P9 elbow-right,15.0,,2.0,2.0,2.0
1,20260602_183742,1,C1_PhoneLike,8,learning,16,16,2,7,9,시옷,ㅅ,미음,top4,0,2.464669300010428,5.894733667373657,"[[""이응"", 0.21701978982032952], [""시옷"", 0.16357088014855214], [""비읍"", 0.13898172612151535], [""미음"", 0.11185724193766267], [""디귿"", 0.11167452154336438]]",1780393297.3910546,data\logs\subject_001_20260602_183742.csv,High-schema,P7 elbow-left,16.0,,2.0,2.0,2.0
1,20260602_183742,1,C1_PhoneLike,8,learning,17,17,2,8,8,이응,ㅇ,이응,top1,1,2.1363008997868747,3.3826074600219727,"[[""이응"", 0.3097698700879858], [""미음"", 0.17466119431980417], [""리을"", 0.13060012771313612], [""디귿"", 0.10407435330817989], [""비읍"", 0.09344762682448328]]",1780393301.8543527,data\logs\subject_001_20260602_183742.csv,High-schema,P8 elbow-center,17.0,,2.0,2.0,2.0
1,20260602_183742,1,C1_PhoneLike,8,learning,18,18,2,9,7,지읒,ㅈ,지읒,top2,1,1.5085570001974702,2.830730438232422,"[[""비읍"", 0.21084843850207471], [""지읒"", 0.2083999107124746], [""디귿"", 0.15387006048995647], [""미음"", 0.10090015339873273], [""이응"", 0.09387734481649726]]",1780393305.2128234,data\logs\subject_001_20260602_183742.csv,High-schema,P9 elbow-right,18.0,,3.0,3.0,2.0
1,20260602_183742,1,C1_PhoneLike,8,learning,19,19,3,1,3,기역,ㄱ,기역,top1,1,1.0234577001538128,2.164874792098999,"[[""기역"", 0.2901895926515269], [""비읍"", 0.14475886859169756], [""시옷"", 0.1408585415956862], [""지읒"", 0.13544903145689205], [""이응"", 0.09007863353466306]]",1780393307.841702,data\logs\subject_001_20260602_183742.csv,High-schema,P1 wrist-left,19.0,,3.0,3.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,20,20,3,4,6,리을,ㄹ,리을,top1,1,2.9753489000722766,4.12682318687439,"[[""리을"", 0.3427469622987902], [""미음"", 0.17073760209182992], [""이응"", 0.16927576626409982], [""니은"", 0.10451637960801909], [""디귿"", 0.07659001793656225]]",1780393312.581807,data\logs\subject_001_20260602_183742.csv,High-schema,P4 mid-left,20.0,,3.0,3.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,21,21,3,5,5,미음,ㅁ,미음,top3,1,2.346517200116068,4.222738027572632,"[[""이응"", 0.35516702596144784], [""리을"", 0.17233024196656352], [""미음"", 0.15704818699209983], [""비읍"", 0.11564222571790143], [""디귿"", 0.07108287171306477]]",1780393317.4097407,data\logs\subject_001_20260602_183742.csv,High-schema,P5 mid-center,21.0,,3.0,3.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,22,22,3,2,2,니은,ㄴ,니은,top4,1,0.9084363000001758,2.6208455562591557,"[[""이응"", 0.4570555876704399], [""미음"", 0.17949770269921822], [""리을"", 0.1551095084906354], [""니은"", 0.08288155665556965], [""비읍"", 0.03419518700849039]]",1780393320.5523174,data\logs\subject_001_20260602_183742.csv,High-schema,P2 wrist-center,22.0,,3.0,3.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,23,23,3,3,1,디귿,ㄷ,디귿,top2,1,0.9684786999132484,2.3959290981292725,"[[""비읍"", 0.3947723649021251], [""디귿"", 0.30001199786359317], [""지읒"", 0.17751792963024193], [""니은"", 0.027167417635555604], [""시옷"", 0.025417761935459998]]",1780393323.531207,data\logs\subject_001_20260602_183742.csv,High-schema,P3 wrist-right,23.0,,2.0,2.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,24,24,3,8,8,이응,ㅇ,미음,top1,0,2.3190472999121994,3.5016539096832275,"[[""미음"", 0.17894862751828106], [""이응"", 0.16726213250949365], [""시옷"", 0.12214283058540266], [""디귿"", 0.11813597323329533], [""기역"", 0.10971711822153658]]",1780393327.612404,data\logs\subject_001_20260602_183742.csv,High-schema,P8 elbow-center,24.0,,3.0,3.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,25,25,3,6,4,비읍,ㅂ,비읍,top1,1,1.598627100000158,2.607752084732056,"[[""비읍"", 0.7069459596893922], [""이응"", 0.0655703184210874], [""지읒"", 0.059374222120449335], [""디귿"", 0.040686449112097796], [""기역"", 0.0376392684936824]]",1780393331.591813,data\logs\subject_001_20260602_183742.csv,High-schema,P6 mid-right,25.0,,3.0,3.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,26,26,3,7,9,시옷,ㅅ,시옷,top1,1,1.68731619999744,2.8339297771453857,"[[""시옷"", 0.347119747750981], [""지읒"", 0.20370356917528423], [""비읍"", 0.17243259778354733], [""기역"", 0.0772615426205648], [""디귿"", 0.07059073048501899]]",1780393334.958371,data\logs\subject_001_20260602_183742.csv,High-schema,P7 elbow-left,26.0,,3.0,3.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,27,27,3,8,8,이응,ㅇ,이응,top1,1,1.299034700030461,2.4855382442474365,"[[""이응"", 0.4782659276047335], [""미음"", 0.15551806175258523], [""리을"", 0.10405464648824399], [""디귿"", 0.06484666410952772], [""비읍"", 0.06207697928766587]]",1780393338.0053675,data\logs\subject_001_20260602_183742.csv,High-schema,P8 elbow-center,27.0,,4.0,4.0,3.0
1,20260602_183742,1,C1_PhoneLike,8,learning,28,28,4,4,6,리을,ㄹ,리을,top1,1,2.075949899852276,3.225882053375244,"[[""리을"", 0.32221906708654047], [""이응"", 0.2153936051491391], [""미음"", 0.13447296499693448], [""니은"", 0.10402547853867428], [""비읍"", 0.0785655727751804]]",1780393341.834282,data\logs\subject_001_20260602_183742.csv,High-schema,P4 mid-left,28.0,,4.0,4.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,29,29,4,5,5,미음,ㅁ,미음,top4,1,1.6873051000293344,3.142026901245117,"[[""이응"", 0.3841568268838558], [""비읍"", 0.15720029430887494], [""리을"", 0.11242049262769245], [""미음"", 0.10148560986711641], [""디귿"", 0.07647003382323214]]",1780393345.519389,data\logs\subject_001_20260602_183742.csv,High-schema,P5 mid-center,29.0,,4.0,4.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,30,30,4,9,7,지읒,ㅈ,지읒,top1,1,1.2654683999717236,2.679461479187012,"[[""지읒"", 0.39430063806578], [""비읍"", 0.14524377992280688], [""디귿"", 0.1002310782205761], [""기역"", 0.07166981839857137], [""미음"", 0.07139902858029305]]",1780393348.8573189,data\logs\subject_001_20260602_183742.csv,High-schema,P9 elbow-right,30.0,,4.0,4.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,31,31,4,1,3,기역,ㄱ,기역,top2,1,0.9662222000770272,2.301846027374268,"[[""비읍"", 0.412370345562963], [""기역"", 0.1338894782974158], [""시옷"", 0.11230026045803565], [""디귿"", 0.10858653118187699], [""지읒"", 0.07650013215189519]]",1780393351.7627835,data\logs\subject_001_20260602_183742.csv,High-schema,P1 wrist-left,31.0,,4.0,4.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,32,32,4,3,1,디귿,ㄷ,디귿,top2,1,0.8150512999854982,2.183821201324463,"[[""비읍"", 0.6530256340832242], [""디귿"", 0.17360025750878982], [""지읒"", 0.03954261832639608], [""이응"", 0.03201191743721859], [""기역"", 0.02744905187691698]]",1780393354.5266445,data\logs\subject_001_20260602_183742.csv,High-schema,P3 wrist-right,32.0,,3.0,3.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,33,33,4,2,2,니은,ㄴ,니은,manual,1,0.7584991999901831,4.522044897079468,"[[""이응"", 0.22620182892747825], [""리을"", 0.1988650307997535], [""미음"", 0.1817464460055299], [""디귿"", 0.10428008225791016], [""비읍"", 0.09799234877376758]]",1780393359.6093214,data\logs\subject_001_20260602_183742.csv,High-schema,P2 wrist-center,33.0,,4.0,4.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,34,34,4,7,9,시옷,ㅅ,시옷,top1,1,1.174343799939379,2.5080795288085938,"[[""시옷"", 0.3293698481629628], [""비읍"", 0.17990185477717716], [""디귿"", 0.1100002613681422], [""기역"", 0.09184811075723817], [""미음"", 0.08653486647786207]]",1780393363.194554,data\logs\subject_001_20260602_183742.csv,High-schema,P7 elbow-left,34.0,,4.0,4.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,35,35,4,6,4,비읍,ㅂ,비읍,top1,1,1.2087208000011742,2.5097732543945312,"[[""비읍"", 0.6953125318591098], [""디귿"", 0.06241804810877354], [""이응"", 0.05073711373101937], [""리을"", 0.05062859837665279], [""미음"", 0.03774589158984166]]",1780393366.1974518,data\logs\subject_001_20260602_183742.csv,High-schema,P6 mid-right,35.0,,4.0,4.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,36,36,4,4,6,리을,ㄹ,리을,top1,1,1.2636015000753105,2.559626579284668,"[[""리을"", 0.19484680437958074], [""미음"", 0.17260164513946766], [""이응"", 0.1530505818722327], [""비읍"", 0.14132425942012783], [""디귿"", 0.12755436830663835]]",1780393369.3423932,data\logs\subject_001_20260602_183742.csv,High-schema,P4 mid-left,36.0,,5.0,5.0,4.0
1,20260602_183742,1,C1_PhoneLike,8,learning,37,37,5,9,7,지읒,ㅈ,지읒,top1,1,1.0882943999022243,2.4347503185272217,"[[""지읒"", 0.5435748932080061], [""비읍"", 0.13089646245478184], [""디귿"", 0.08585833633579841], [""미음"", 0.0570457228816399], [""기역"", 0.050073724190984256]]",1780393372.8492067,data\logs\subject_001_20260602_183742.csv,High-schema,P9 elbow-right,37.0,,5.0,5.0,5.0
1,20260602_183742,1,C1_PhoneLike,8,retention,38,38,5,4,6,리을,ㄹ,리을,top2,1,1.3876434999983758,2.817187786102295,"[[""니은"", 0.2834696040154213], [""리을"", 0.26583393100579467], [""미음"", 0.1809699171985994], [""디귿"", 0.08282494833582305], [""비읍"", 0.07511199017112824]]",1780393376.2624753,data\logs\subject_001_20260602_183742.csv,High-schema,P4 mid-left,,1.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,39,39,5,2,2,니은,ㄴ,니은,top5,1,0.9348599000368268,3.091094255447388,"[[""이응"", 0.4485628277370658], [""리을"", 0.15903013435376184], [""비읍"", 0.11118739978592236], [""미음"", 0.09011496731745357], [""니은"", 0.06968997804985075]]",1780393379.898353,data\logs\subject_001_20260602_183742.csv,High-schema,P2 wrist-center,,2.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,40,40,5,1,3,기역,ㄱ,기역,top2,1,0.7267779000103474,2.285778522491455,"[[""비읍"", 0.2784145501832018], [""기역"", 0.27028823641770255], [""시옷"", 0.12816744961040746], [""디귿"", 0.1155842717585249], [""지읒"", 0.05884603072042841]]",1780393383.0139418,data\logs\subject_001_20260602_183742.csv,High-schema,P1 wrist-left,,3.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,41,41,5,3,1,디귿,ㄷ,디귿,top1,1,0.7845165999606252,2.545644521713257,"[[""디귿"", 0.39234748894909965], [""비읍"", 0.3367812161408702], [""미음"", 0.06099211475121548], [""지읒"", 0.05445824231662564], [""리을"", 0.038649247157109864]]",1780393386.5793912,data\logs\subject_001_20260602_183742.csv,High-schema,P3 wrist-right,,4.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,42,42,5,7,9,시옷,ㅅ,시옷,top1,1,1.2348386000376197,2.3783609867095947,"[[""시옷"", 0.5405993373834939], [""지읒"", 0.11439060463163678], [""비읍"", 0.10186579648948002], [""기역"", 0.08868877651381131], [""디귿"", 0.047836824660619594]]",1780393389.549477,data\logs\subject_001_20260602_183742.csv,High-schema,P7 elbow-left,,5.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,43,43,5,6,4,비읍,ㅂ,비읍,top1,1,1.4739956001285464,2.5895206928253174,"[[""비읍"", 0.2237418360154948], [""지읒"", 0.17088487001354363], [""이응"", 0.14918513305918882], [""미음"", 0.14300686465604176], [""디귿"", 0.10410918282572802]]",1780393392.687788,data\logs\subject_001_20260602_183742.csv,High-schema,P6 mid-right,,6.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,44,44,5,6,4,비읍,ㅂ,비읍,top1,1,1.055528499884531,2.160838842391968,"[[""비읍"", 0.5033353479780287], [""미음"", 0.11938599041844226], [""이응"", 0.08839797527397245], [""지읒"", 0.07663644135774438], [""디귿"", 0.06341645193077913]]",1780393395.4423892,data\logs\subject_001_20260602_183742.csv,High-schema,P6 mid-right,,7.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,45,45,5,4,6,리을,ㄹ,리을,top1,1,1.4459159998223186,2.6898927688598637,"[[""리을"", 0.543129031566322], [""이응"", 0.1915117606598214], [""니은"", 0.0838415080017362], [""비읍"", 0.05525844183432124], [""미음"", 0.04333963976020147]]",1780393399.1612475,data\logs\subject_001_20260602_183742.csv,High-schema,P4 mid-left,,8.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,46,46,6,2,2,니은,ㄴ,니은,top3,1,0.9354729000478984,2.664204835891724,"[[""이응"", 0.4099812376681174], [""미음"", 0.1529441002633451], [""니은"", 0.09955660669005972], [""비읍"", 0.08668398060889616], [""지읒"", 0.08051371746479105]]",1780393402.422366,data\logs\subject_001_20260602_183742.csv,High-schema,P2 wrist-center,,9.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,47,47,6,3,1,디귿,ㄷ,디귿,top2,1,0.8154909000732005,2.408268690109253,"[[""비읍"", 0.400688659695035], [""디귿"", 0.27258712441367416], [""지읒"", 0.1482915259097611], [""기역"", 0.09509581814278777], [""니은"", 0.020180787179400486]]",1780393405.3383632,data\logs\subject_001_20260602_183742.csv,High-schema,P3 wrist-right,,10.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,48,48,6,1,3,기역,ㄱ,기역,top1,1,0.7244082998950034,2.0157558917999268,"[[""기역"", 0.3778736175828061], [""비읍"", 0.2624048945124486], [""지읒"", 0.08618800612691815], [""시옷"", 0.08117158547802585], [""디귿"", 0.06894090134411764]]",1780393407.8590374,data\logs\subject_001_20260602_183742.csv,High-schema,P1 wrist-left,,11.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,49,49,6,9,7,지읒,ㅈ,지읒,top1,1,1.0546949000563473,2.3801565170288086,"[[""지읒"", 0.6541269043822413], [""비읍"", 0.06329800053910156], [""기역"", 0.05670919200960909], [""미음"", 0.05056742247005888], [""디귿"", 0.047219472997482255]]",1780393410.8302686,data\logs\subject_001_20260602_183742.csv,High-schema,P9 elbow-right,,12.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,50,50,6,7,9,시옷,ㅅ,시옷,manual,1,2.3155298000201583,5.614376544952393,"[[""니은"", 0.34381490474575704], [""리을"", 0.3260191520864023], [""디귿"", 0.07451411325351935], [""미음"", 0.07421109268869747], [""비읍"", 0.06019916489512618]]",1780393417.0063932,data\logs\subject_001_20260602_183742.csv,High-schema,P7 elbow-left,,13.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,51,51,6,8,8,이응,ㅇ,이응,top2,1,1.5961570001672951,3.04982328414917,"[[""미음"", 0.3370419053406484], [""이응"", 0.19430366384771544], [""비읍"", 0.16502559688845356], [""니은"", 0.08136937673909672], [""리을"", 0.07183677069512025]]",1780393421.1572874,data\logs\subject_001_20260602_183742.csv,High-schema,P8 elbow-center,,14.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,52,52,6,8,8,이응,ㅇ,이응,top1,1,0.8476650000084192,2.0229814052581787,"[[""이응"", 0.3555107488083089], [""비읍"", 0.1543901135154974], [""미음"", 0.1290904390905028], [""리을"", 0.11583045984667178], [""니은"", 0.09670817985108889]]",1780393423.666486,data\logs\subject_001_20260602_183742.csv,High-schema,P8 elbow-center,,15.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,53,53,6,9,7,지읒,ㅈ,지읒,top1,1,1.4164787998888642,2.4560158252716064,"[[""지읒"", 0.7415074482915466], [""비읍"", 0.0638325730446096], [""디귿"", 0.047781376202157416], [""미음"", 0.042121281732229086], [""기역"", 0.028470096155709775]]",1780393426.6982913,data\logs\subject_001_20260602_183742.csv,High-schema,P9 elbow-right,,16.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,54,54,6,5,5,미음,ㅁ,미음,top2,1,1.44490069989115,3.198357582092285,"[[""이응"", 0.38021391960697265], [""미음"", 0.23798880816248055], [""비읍"", 0.21021781323351726], [""리을"", 0.046047941539536355], [""니은"", 0.04290420627472715]]",1780393430.468746,data\logs\subject_001_20260602_183742.csv,High-schema,P5 mid-center,,17.0,,,
1,20260602_183742,1,C1_PhoneLike,8,retention,55,55,7,5,5,미음,ㅁ,미음,top1,1,1.1434073999989778,2.3214802742004395,"[[""미음"", 0.4859458890921189], [""니은"", 0.16761996553477396], [""이응"", 0.12217605425786167], [""비읍"", 0.06853860592762087], [""리을"", 0.061352505504301935]]",1780393433.6952791,data\logs\subject_001_20260602_183742.csv,High-schema,P5 mid-center,,18.0,,,
1,20260602_183742,2,C6_LowB,1,learning,56,1,1,2,2,니은,ㄴ,시옷,top1,0,1.8949414999224248,3.18953800201416,"[[""시옷"", 0.25320071641327235], [""기역"", 0.20062974169616896], [""비읍"", 0.1807791701919525], [""디귿"", 0.146860218777383], [""지읒"", 0.09147147997588638]]",1780393449.302867,data\logs\subject_001_20260602_183742.csv,Low-order,P2 wrist-center,1.0,,1.0,1.0,1.0
1,20260602_183742,2,C6_LowB,1,learning,57,2,1,8,8,시옷,ㅅ,디귿,top1,0,1.5634984001517296,2.6858396530151367,"[[""디귿"", 0.5885340274558185], [""비읍"", 0.24039314338715695], [""니은"", 0.040710649578556656], [""미음"", 0.03140383807136124], [""지읒"", 0.0303107282165346]]",1780393453.67902,data\logs\subject_001_20260602_183742.csv,Low-order,P8 elbow-center,2.0,,1.0,1.0,1.0
1,20260602_183742,2,C6_LowB,1,learning,58,3,1,7,9,디귿,ㄷ,지읒,top1,0,1.834929599892348,3.082540273666382,"[[""지읒"", 0.5783980539995855], [""비읍"", 0.10760776310972836], [""미음"", 0.06718219276108826], [""디귿"", 0.0604138991894172], [""기역"", 0.05386703460844817]]",1780393459.6537323,data\logs\subject_001_20260602_183742.csv,Low-order,P7 elbow-left,3.0,,1.0,1.0,1.0
1,20260602_183742,2,C6_LowB,1,learning,59,4,1,4,6,지읒,ㅈ,미음,top1,0,1.3834995001088828,2.59407901763916,"[[""미음"", 0.2594867373007571], [""이응"", 0.22384858161330362], [""비읍"", 0.17711747023033256], [""니은"", 0.09346664219011641], [""리을"", 0.07280977773002292]]",1780393465.4358976,data\logs\subject_001_20260602_183742.csv,Low-order,P4 mid-left,4.0,,1.0,1.0,1.0
1,20260602_183742,2,C6_LowB,1,learning,60,5,1,3,1,리을,ㄹ,비읍,top2,0,1.5639514001086354,3.278003215789795,"[[""시옷"", 0.2328772923398133], [""비읍"", 0.19261937052240863], [""미음"", 0.1685182465426876], [""지읒"", 0.12657924367424847], [""기역"", 0.08731313984035424]]",1780393471.8103075,data\logs\subject_001_20260602_183742.csv,Low-order,P3 wrist-right,5.0,,1.0,1.0,1.0
1,20260602_183742,2,C6_LowB,1,learning,61,6,1,9,7,미음,ㅁ,이응,top2,0,1.4733791998587549,3.0224404335021973,"[[""비읍"", 0.286672774061379], [""이응"", 0.25167019828372833], [""지읒"", 0.1498969560234564], [""미음"", 0.13826284584087462], [""니은"", 0.04361741667019426]]",1780393476.0206013,data\logs\subject_001_20260602_183742.csv,Low-order,P9 elbow-right,6.0,,1.0,1.0,1.0
1,20260602_183742,2,C6_LowB,1,learning,62,7,1,6,4,기역,ㄱ,미음,top2,0,1.2042203999590129,2.69140625,"[[""비읍"", 0.2742485580375125], [""미음"", 0.27207746654482556], [""이응"", 0.20266642962091352], [""리을"", 0.07667561716934303], [""디귿"", 0.05211319021671768]]",1780393480.1202793,data\logs\subject_001_20260602_183742.csv,Low-order,P6 mid-right,7.0,,1.0,1.0,1.0
1,20260602_183742,2,C6_LowB,1,learning,63,8,1,5,5,이응,ㅇ,디귿,top2,0,2.884820600040257,4.141965627670288,"[[""비읍"", 0.48866396536795864], [""디귿"", 0.22758585793125652], [""지읒"", 0.0709935663872478], [""미음"", 0.04427197818085826], [""시옷"", 0.04405689737156218]]",1780393485.8882532,data\logs\subject_001_20260602_183742.csv,Low-order,P5 mid-center,8.0,,1.0,1.0,1.0
